id,release_date,names,likes,dislikes,views,duration,age_days,males,females,Вова_Бухаров,Тимур_Джанкезов,Иван_Явиц,Юля_Жеребцова,Андрей_Цеховский,Нидаль_Абу-Газале,Костя_Широков,Ньургун_Атаков,Дима_Гаврилов,Гурам_Демидов,Фил_Воронин,Коля_Андреев,Толя_Бороздин,Давид_Квахаджелидзе,Саша_Киселев,Егор_Александров,Игорь_Тарлецкий,Ольга_Малащенко,Кирилл_Ферапонтов,Самвел_Гиновян,Хетаг_Хугаев,Расул_Чабдаров,Сержан_Аманов,Тимур_Хамадуллин,Эдуард_Чернышенко,Ариана_Лолаева,Михаил_Босов,Эд_Овсепян,Вадим_Постильный,Артем_Калантарян,Ирина_Приходько,Алексей_Соловьев,Артем_Андреев,Ваня_Усович,Семен_Деяк,Николай_Андреев,Эдик_Чернышенко,Олег_Боярский,Саша_Ни,Салават_Дюсенгалиев,Чермен_Качмазов,Вася_Медведев,Данила_Поперечный,Марат_Секаев,Артем_Емельянов,Александр_Киселев,Александр_Долгополов,Артур_Чапарян,Иван_Ильин,Коля_Болт,Сева_Ловкачев,Денис_Антипин,Никита_Дубровский,Руслан_Халитов,Миша_Кострецов,Эльдар_Гусейнов,Алексей_Квашонкин,Денис_Чужой,Дима_Коваль,Леша_Шамутило,Алексей_Шамутило,Андрей_Шарапов,Даниил_Слободенюк,Ара_Акопян,Наташа_Судьина,Илья_Овечкин,Яся_Тринадцатко,Богдан_Лисевский,Илья_Бурков,Лиза_Аранова,Андрей_Айрапетов,Костя_Пушкин,Туяна_Хоровиц,Павел_Сбродов,Баграт_Казарян,Гарик_Оганисян,Соня_Медовщикова,Аля_Кокушкина,Ваня_Ильин,Дима_Колыбелкин,Саша_Малой,Дмитрий_Романов,Василий_Медведев,Ника_Тарасевич,Данил_Гугунава,Лука_Хиникадзе,Филипп_Воронин,Егор_Свирский,Лев_Еременко,Идрак_Мирзализаде,Гоша_Сморгуленко,Владимир_Бухаров,Павел_Кривец,Маргарита_Якобсон,Денис_Смирнов,Марк_Сергиенко,Вера_Котельникова,Сергей_Орлов,Женя_Сидоров,Сергей_Зорик,Дмитрий_Колыбелкин,Кирилл_Селегей,Лев_Марсел,Костя_Захарин,Ярослава_Тринадцатко
28.0,2021-01-17,"['Сергей_Орлов', 'Кирилл_Селегей', 'Лиза_Аранова', 'Вася_Медведев', 'Эльдар_Гусейнов']",42169,928,1279917,46.0,648,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29.0,2021-02-07,"['Владимир_Бухаров', 'Александр_Киселев', 'Гурам_Демидов', 'Миша_Кострецов', 'Сергей_Орлов']",35795,742,1060010,30.0,627,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30.0,2021-02-15,"['Саша_Малой', 'Руслан_Халитов', 'Денис_Антипин', 'Николай_Андреев', 'Эльдар_Гусейнов']",33159,1059,1089190,41.0,619,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,2021-02-21,"['Вова_Бухаров', 'Гарик_Оганисян', 'Саша_Киселев', 'Илья_Овечкин', 'Давид_Квахаджелидзе']",40005,561,1155227,38.0,613,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,2021-03-07,"['Самвел_Гиновян', 'Николай_Андреев', 'Дима_Коваль', 'Вова_Бухаров', 'Сева_Ловкачев']",38411,443,768321,30.0,599,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,2021-03-15,"['Николай_Андреев', 'Дима_Колыбелкин', 'Алексей_Квашонкин', 'Эльдар_Гусейнов', 'Вадим_Постильный']",28191,384,567926,27.0,591,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,2021-03-29,"['Вова_Бухаров', 'Эльдар_Гусейнов', 'Саша_Киселев', 'Филипп_Воронин', 'Артем_Калантарян']",26585,596,757130,43.0,577,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.5,2021-04-05,"['Вова_Бухаров', 'Идрак_Мирзализаде', 'Саша_Малой', 'Эльдар_Гусейнов', 'Саша_Киселев']",29695,2095,1006580,53.0,570,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,2021-04-10,"['Сергей_Орлов', 'Павел_Сбродов', 'Гарик_Оганисян', 'Эльдар_Гусейнов', 'Богдан_Лисевский']",42428,611,1331085,46.5,565,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.0,2021-04-20,"['Дима_Гаврилов', 'Андрей_Цеховский', 'Эльдар_Гусейнов', 'Павел_Кривец', 'Кирилл_Селегей']",36830,828,1032417,48.0,555,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38.0,2021-04-26,"['Артем_Калантарян', 'Марат_Секаев', 'Илья_Овечкин', 'Эльдар_Гусейнов', 'Денис_Антипин']",33143,816,1075890,42.0,549,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,2021-05-02,"['Ярослава_Тринадцатко', 'Николай_Андреев', 'Эльдар_Гусейнов', 'Саша_Киселев', 'Самвел_Гиновян']",33314,791,1012628,39.0,543,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,2021-05-10,"['Кирилл_Селегей', 'Гарик_Оганисян', 'Эльдар_Гусейнов', 'Идрак_Мирзализаде', 'Коля_Болт']",34532,968,1127802,54.0,535,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.0,2021-06-06,"['Александр_Киселев', 'Марат_Секаев', 'Эльдар_Гусейнов', 'Костя_Захарин', 'Сергей_Орлов']",35423,1060,1245489,44.0,508,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42.0,2021-06-23,"['Дима_Коваль', 'Гарик_Оганисян', 'Давид_Квахаджелидзе', 'Денис_Антипин', 'Вова_Бухаров']",26857,833,1097718,36.0,491,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,2021-07-24,"['Артем_Калантарян', 'Дима_Гаврилов', 'Эдик_Чернышенко', 'Нидаль_Абу-Газале', 'Вова_Бухаров']",26022,1174,703881,34.0,460,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,2021-08-02,"['Даниил_Слободенюк', 'Саша_Ни', 'Артем_Калантарян', 'Руслан_Халитов', 'Женя_Сидоров']",24901,1245,596124,44.0,451,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45.0,2021-08-07,"['Лев_Еременко', 'Илья_Овечкин', 'Костя_Пушкин', 'Ара_Акопян', 'Эльдар_Гусейнов']",40453,793,1002806,51.0,446,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,2021-08-12,"['Вова_Бухаров', 'Самвел_Гиновян', 'Ариана_Лолаева', 'Иван_Явиц', 'Чермен_Качмазов']",40483,1203,1044201,48.0,441,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,2021-08-21,"['Кирилл_Селегей', 'Эльдар_Гусейнов', 'Алексей_Квашонкин', 'Николай_Андреев', 'Никита_Дубровский']",35564,1105,896204,30.0,432,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48.0,2021-08-28,"['Александр_Киселев', 'Гурам_Демидов', 'Дима_Коваль', 'Артем_Емельянов', 'Илья_Овечкин']",29309,1633,844677,30.0,425,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,2021-09-06,"['Вера_Котельникова', 'Лев_Марсел', 'Миша_Кострецов', 'Женя_Сидоров', 'Фил_Воронин']",28304,1366,676750,30.5,416,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
50.0,2021-09-13,"['Саша_Малой', 'Артем_Калантарян', 'Вася_Медведев', 'Марат_Секаев', 'Гоша_Сморгуленко']",25308,673,613102,32.5,409,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,2021-09-22,"['Кирилл_Селегей', 'Ника_Тарасевич', 'Никита_Дубровский', 'Самвел_Гиновян', 'Аля_Кокушкина']",27585,1479,681395,36.5,400,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52.0,2021-10-02,"['Чермен_Качмазов', 'Эдуард_Чернышенко', 'Алексей_Соловьев', 'Сева_Ловкачев', 'Руслан_Халитов']",39166,900,864072,48.0,390,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,2021-10-09,"['Данила_Поперечный', 'Сергей_Орлов', 'Гарик_Оганисян', 'Денис_Смирнов', 'Богдан_Лисевский']",70876,1609,1413410,46.5,383,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
54.0,2021-10-16,"['Дима_Гаврилов', 'Эльдар_Гусейнов', 'Сержан_Аманов', 'Женя_Сидоров', 'Юля_Жеребцова']",32037,1603,938417,45.5,376,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,2021-10-23,"['Вера_Котельникова', 'Наташа_Судьина', 'Лиза_Аранова', 'Ирина_Приходько', 'Ярослава_Тринадцатко']",39158,2642,720539,29.7,369,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
56.0,2021-10-30,"['Давид_Квахаджелидзе', 'Илья_Овечкин', 'Эльдар_Гусейнов', 'Николай_Андреев', 'Егор_Александров']",28072,769,659630,41.5,362,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.0,2021-11-13,"['Артем_Калантарян', 'Илья_Овечкин', 'Дмитрий_Колыбелкин', 'Егор_Свирский', 'Михаил_Босов']",24295,722,568080,26.5,348,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
